Precio (dolares),Número de Habitaciones,Piso,Barrio
370003,4,14,23
40233,4,12,4
418402,5,12,40
242556,3,8,27
586667,3,12,36
308951,4,5,16
344621,5,2,23
509387,2,7,10
541830,3,1,9
490938,1,19,3
356293,1,14,30
380645,2,9,13
317121,3,8,41
447807,3,4,47
904674,5,1,10
600985,5,13,1
308978,5,12,6
997247,3,12,32
313617,2,16,25
425825,2,20,27
492025,1,1,32
345673,4,15,26
127959,2,10,20
924631,3,11,41
723380,2,12,34
123595,1,12,9
211334,3,18,13
229567,3,13,4
920166,4,7,23
420445,2,5,27
625568,3,11,12
579735,4,4,17
155181,1,14,17
408579,4,20,35
939285,5,6,43
588088,1,20,8
936602,5,1,41
828945,1,15,11
385829,3,5,18
301227,4,7,18
117271,4,7,8
771050,3,17,20
189471,1,4,18
105169,4,10,30
898063,2,12,18
204985,1,18,22
648947,3,2,14
761581,3,17,33
707724,1,19,25
131626,5,11,32
449641,3,9,37
311520,5,9,34
349564,1,4,11
148743,4,3,44
104732,3,1,12
943209,5,10,22
123935,1,2,34
451558,1,13,43
495890,3,2,36
26824,3,1,15
78886,1,12,2
589015,5,11,50
120410,5,4,44
686219,4,2,35
688697,3,6,19
391220,3,18,10
810085,4,20,1
56444,1,2,14
712018,1,7,3
890094,3,8,49
85195,4,12,16
410690,2,4,1
747752,5,1,17
442265,3,19,30
902998,1,14,33
99733,4,6,16
203385,1,12,18
568927,5,11,19
524370,2,2,20
829429,5,11,50
646297,2,19,6
79449,3,15,18
117037,4,8,33
319320,4,20,32
431431,1,12,34
777506,4,4,28
540310,1,10,50
232847,1,5,32
412083,3,8,25
622971,3,4,42
535919,4,10,20
197520,3,4,18
121335,3,5,24
211488,1,12,42
648096,1,17,17
208518,5,18,21
310556,4,20,2
792671,3,6,2
250818,3,16,1
951659,1,18,4
516291,2,3,47
190511,1,13,42
875874,1,20,45
30833,4,10,32
230735,3,17,32
292230,1,13,28
588512,5,17,21
981364,3,20,15
537560,1,12,3
443818,4,10,47
474370,4,4,4
687377,3,18,8
758231,1,8,4
851117,4,6,14
891193,2,11,14
203423,4,17,4
232933,4,17,1
186836,3,13,2
546218,3,18,11
850657,2,4,38
582255,3,2,6
908733,5,6,24
202496,2,4,39
874133,4,16,24
27474,2,3,10
258357,3,9,39
373494,1,16,8
538128,4,6,13
112405,2,2,20
894068,3,8,47
685704,3,6,34
552235,1,17,24
661127,2,5,49
414344,2,9,36
628763,2,12,30
59797,5,1,37
297428,4,20,38
791782,3,16,25
195571,2,8,42
988693,4,9,26
199391,5,18,20
282086,5,3,37
703840,4,16,23
723685,2,16,43
726768,2,19,37
359675,5,15,32
184451,3,18,5
224254,1,20,17
395595,5,16,38
966538,3,10,40
528956,4,5,9
261346,5,13,32
604051,5,19,24
202942,3,20,16
191914,2,16,14
723672,4,1,7
30230,1,11,44
457780,1,4,46
249432,4,13,29
870917,3,15,49
289999,2,3,31
399787,5,12,33
905941,4,1,17
643799,2,12,49
115588,2,9,29
764834,4,12,12
561981,2,17,16
245364,5,15,20
830076,5,9,7
196748,1,7,16
264775,4,3,39
333815,4,2,36
22387,3,4,16
385283,3,7,18
977673,1,16,24
660545,3,17,13
169959,4,5,25
266815,5,14,2
127160,3,7,27
715021,2,15,49
363040,4,4,16
415677,3,12,2
398383,4,11,28
853155,1,12,25
563058,3,13,45
365357,4,19,37
903972,2,1,48
97443,1,5,39
248806,1,3,12
37541,1,3,12
202082,3,16,23
812989,5,17,29
702327,2,1,33
482557,1,7,36
909372,4,11,49
934352,5,3,8
614005,2,10,30
711928,1,5,12
370719,4,10,34
319386,5,18,3
952344,5,8,30
61156,5,3,48
549099,5,11,28
748400,2,2,40
604576,2,7,12
594437,5,10,30
966819,2,4,24
893287,2,3,45
116359,5,4,20
328102,4,3,17
734715,4,11,48
549053,5,12,43
38616,4,17,14
719275,2,13,11
362500,5,12,19
691043,1,7,6
250984,5,16,42
836954,3,10,2
144455,4,9,36
411336,2,5,16
800584,1,13,17
31440,3,15,40
517874,1,1,33
153461,3,17,34
617151,3,13,7
845370,3,13,49
592450,1,8,22
642274,3,7,43
703788,1,7,16
383437,4,17,28
566414,1,17,12
441220,3,3,41
941165,2,15,5
187232,5,20,26
895894,1,14,5
509087,2,18,5
299525,5,3,29
627216,2,18,12
962146,5,18,3
535800,5,14,36
678863,2,8,14
342122,2,2,47
353908,4,17,3
47984,3,2,49
193760,3,11,11
355035,4,1,31
714615,4,7,42
725876,1,15,16
34937,5,15,43
614107,5,12,24
303100,2,14,26
962626,5,19,30
839535,5,5,26
541910,5,17,48
351441,2,1,50
697544,4,2,1
459815,3,5,29
749334,4,8,32
454662,2,1,13
25859,4,18,34
184276,2,7,39
112374,5,4,11
25389,3,8,30
489262,4,11,15
932261,4,3,47
930355,2,5,44
298735,3,4,11
471505,1,18,37
456803,5,18,22
798534,3,17,10
850041,4,5,5
23232,3,8,25
678941,3,4,38
251154,2,11,40
866927,3,11,35
660745,4,20,5
103119,2,9,29
650093,5,12,40
696111,1,7,28
840148,1,15,39
253518,1,12,46
782346,3,4,41
485149,3,14,8
666527,5,18,47
672021,4,12,6
266181,5,18,42
388207,1,19,18
159724,3,11,45
234628,5,20,20
59943,3,9,16
47743,5,6,37
843723,4,16,1
667341,3,20,49
96483,2,5,17
308967,5,1,22
893288,4,17,45
303750,5,3,4
636324,5,13,44
273269,1,9,1
732736,2,16,49
58592,4,4,47
853530,3,19,46
243519,4,19,38
838174,4,2,33
399799,5,16,49
678329,2,15,23
928144,1,13,42
207228,4,5,3
811721,2,7,4
679390,1,12,49
896432,5,9,27
975740,2,15,33
606078,3,20,30
108442,2,15,2
750553,5,6,6
606739,3,4,44
670978,2,20,30
285008,2,18,31
342224,5,15,30
42988,3,9,14
178717,1,12,50
491473,3,9,24
708887,5,5,8
445765,3,17,49
362710,1,1,36
145231,4,4,10
989935,2,20,24
919333,1,17,15
54535,4,4,7
956704,2,18,20
904995,2,7,30
208108,4,17,14
907226,1,13,14
761193,2,14,34
226737,1,3,8
477561,5,13,9
365504,5,3,11
80389,1,14,35
76423,1,4,12
656746,5,2,14
75761,3,12,31
854098,4,5,36
676363,2,14,48
438168,1,5,21
698221,1,18,2
910291,1,11,30
964743,3,16,43
993187,2,6,14
430075,2,16,34
126182,1,15,30
626079,4,1,32
710378,1,15,47
801656,4,19,23
957087,4,4,20
655733,2,1,48
833171,2,13,24
413822,5,4,7
93050,5,4,46
210736,3,2,39
738440,3,6,45
858725,4,15,39
162112,3,9,43
847914,2,7,43
248207,5,3,15
755624,3,19,14
918777,4,17,44
442965,4,8,7
824494,1,20,35
62711,1,17,40
886412,2,11,5
61673,5,16,36
254847,4,17,26
875329,4,14,12
520659,3,15,34
224626,3,9,43
524152,1,7,12
676862,1,1,42
269935,3,5,38
930617,4,1,40
109075,3,7,1
752196,3,16,12
847153,1,20,13
686820,3,9,24
468996,4,15,19
486331,4,5,1
212802,1,9,35
308823,4,18,28
654280,4,8,48
974528,3,4,5
324143,5,13,19
973769,2,20,5
613313,2,16,7
310975,1,13,30
685252,2,6,34
167226,5,18,17
868889,5,1,30
423789,5,20,49
441711,4,1,42
532651,1,19,23
145804,2,3,6
764721,5,5,18
797264,1,7,39
51274,4,17,49
947765,5,5,48
874511,3,13,43
364256,1,18,41
787582,2,11,48
825627,3,9,21
140203,3,7,48
156625,1,4,17
66125,4,9,32
217672,2,10,16
661968,5,2,30
205637,3,7,33
487390,4,17,27
585396,2,10,9
432437,2,15,10
311994,1,6,37
94981,4,4,36
957293,1,15,36
261963,3,12,35
510892,1,2,23
597441,1,9,23
62111,2,15,36
157224,4,11,49
93844,5,16,24
355963,4,3,7
213582,1,2,16
186133,3,18,12
554128,1,5,31
31538,1,20,27
544914,1,5,44
330958,5,11,9
703350,3,11,19
889965,1,12,44
559649,5,13,34
198322,5,3,44
913227,1,13,40
76781,1,19,23
525688,5,1,20
281174,1,11,8
872026,3,18,38
594736,5,17,28
998223,5,9,30
261159,2,14,40
595365,5,19,25
126030,4,4,44
274928,4,9,28
811125,5,15,26
958979,1,15,46
578481,3,18,40
736265,2,4,24
605867,4,9,33
93069,3,16,48
628943,1,3,46
182478,3,18,33
83781,2,5,36
427786,5,11,20
770266,1,11,33
711106,1,9,50
849728,5,2,12
160149,3,12,33
555386,3,6,26
679452,4,6,44
311605,4,1,5
438944,1,4,49
704138,4,19,14
83905,1,2,8
919378,4,2,11
818734,1,10,8
440531,5,14,18
471896,3,15,30
155259,5,12,31
409774,1,15,31
364845,2,5,26
306344,2,5,15
542023,3,13,41
227746,1,18,36
527825,4,1,17
478332,3,4,16
537105,5,17,17
835753,2,12,23
90581,4,13,10
980435,1,1,1
896384,5,18,42
994396,2,7,40
372612,4,20,24
957683,2,7,16
92399,3,11,17
440459,3,7,11
587258,5,14,31
817675,1,9,31
788579,2,16,33
964688,5,3,40
475437,4,16,12
659038,3,9,46
47308,5,5,40
315386,5,4,36
149174,4,8,3
739338,1,6,21
611998,3,18,42
228039,5,10,49
934026,4,20,27
978602,3,13,24
199384,1,2,24
889624,5,12,22
323586,2,14,5
648264,1,16,47
791465,3,8,5
346268,5,17,5
304949,5,17,8
633174,4,9,19
604602,2,13,22
186035,1,1,7
489032,3,6,33
295722,5,5,12
312949,5,18,38
914213,5,11,41
533294,5,5,50
455125,2,17,32
157433,5,19,44
262501,2,13,45
291574,2,7,20
137044,1,12,30
601589,4,15,49
724716,3,17,16
273662,2,17,32
818569,1,3,3
640995,2,20,39
63138,4,1,10
769989,1,6,48
734500,4,18,43
712601,1,7,23
652025,5,3,23
834822,1,20,48
685100,1,7,6
83926,1,8,9
517537,3,14,20
493892,3,14,1
74969,5,3,49
902453,2,5,17
584269,3,10,4
463750,4,6,47
457844,1,10,5
138605,2,14,38
810896,2,18,20
182702,1,3,5
68790,3,7,16
940191,3,18,12
368170,1,14,10
379791,2,12,6
776701,4,5,5
125078,3,9,8
379610,2,16,38
319010,4,4,12
566195,2,7,37
593765,2,9,25
324520,1,7,18
788108,1,16,17
460449,5,3,41
599911,2,10,44
873682,5,4,27
579764,2,12,21
962293,5,12,22
643810,1,14,27
939245,2,18,16
369763,1,19,24
516016,5,18,32
569045,1,14,30
683544,1,5,32
223823,2,7,3
941207,3,18,11
547750,5,19,34
341133,2,15,16
373684,2,10,9
728787,5,18,1
514420,3,8,17
459907,1,20,22
719869,3,3,14
455870,3,17,8
514646,4,19,41
689135,5,11,16
690410,5,10,22
229644,4,20,32
110429,4,19,7
533800,4,15,48
64604,2,15,33
808643,1,11,45
756931,1,3,20
190314,5,13,21
894990,4,20,26
450782,1,16,10
73423,4,5,27
903426,5,5,10
219203,3,12,34
673280,4,6,22
43238,2,13,49
42946,4,10,28
544270,1,5,11
586189,2,13,44
502334,3,3,24
874794,2,10,18
712228,1,2,11
306036,4,18,48
744476,4,3,10
372149,5,16,31
898361,3,6,42
526421,3,5,28
790972,1,12,48
436932,3,19,15
678559,5,20,21
525224,1,16,46
32753,3,9,22
382459,2,4,46
162228,5,18,17
739421,2,12,21
717982,1,14,39
734394,5,3,13
998839,2,2,13
130850,4,3,5
564618,2,20,23
928407,2,11,24
882102,4,20,46
320503,1,19,49
969084,2,4,37
929460,5,15,16
288958,5,5,4
250060,5,10,10
813399,1,4,15
216047,3,1,38
333141,2,19,41
945889,3,3,33
619905,3,6,47
235757,1,2,35
852943,1,5,34
196490,2,2,13
989766,4,19,50
241475,2,11,4
881781,4,6,29
573968,3,7,41
561776,4,7,48
630646,2,1,20
659845,4,6,16
31817,1,5,29
816339,3,5,19
771996,1,15,7
57015,1,9,9
473427,5,12,3
372116,1,10,34
587462,1,20,44
132923,5,4,23
452719,2,5,19
523282,2,16,20
181629,4,17,50
936112,1,18,1
708573,2,8,22
118219,5,19,7
247960,1,15,19
564646,2,20,15
141611,4,11,23
900707,2,10,40
480969,3,10,27
522378,2,5,27
364803,4,20,27
214413,4,3,17
442160,5,5,17
402966,1,20,50
953652,1,12,43
892355,2,7,27
485021,1,3,9
385101,5,9,32
804324,3,11,23
682686,1,5,50
145222,2,16,21
729965,1,2,16
151449,2,4,15
623240,4,17,1
797592,3,5,48
518189,2,4,10
889427,5,10,5
150142,4,10,21
358029,1,11,34
907451,2,9,40
829684,2,6,7
162078,1,17,28
508488,1,10,48
330889,2,6,44
815165,5,11,4
732919,3,18,13
910410,4,20,13
289782,3,13,40
869773,2,10,22
765603,5,11,39
137259,3,8,10
305112,4,8,12
243067,2,14,30
202967,1,9,21
611540,2,8,20
76353,4,6,22
742317,2,11,22
554072,5,11,24
616074,2,2,13
442588,5,10,29
255867,4,6,42
823446,3,6,1
914478,4,10,44
334201,5,4,18
241449,2,5,12
720168,2,14,1
80952,4,10,32
352504,3,19,35
395275,3,2,22
257241,5,6,23
126106,1,9,38
908814,2,19,14
570535,3,13,8
464748,3,17,31
835206,4,15,12
539756,1,7,4
797677,1,18,24
155588,5,19,34
210744,1,2,30
280503,3,7,6
672114,2,9,18
676617,3,1,46
260834,5,15,32
561397,1,19,19
665137,2,18,31
110451,5,3,36
957160,5,7,17
280359,1,6,26
466185,5,3,45
849798,4,18,39
129046,5,15,49
849408,5,12,9
187552,5,5,33
195293,4,17,15
395698,5,5,36
384398,5,20,10
113713,1,17,27
574519,4,18,18
142185,1,12,23
981329,4,1,45
878860,1,7,8
787589,5,8,25
873710,2,6,25
815752,5,4,23
40830,1,2,2
332365,2,17,9
485325,4,14,3
137640,3,3,22
655675,3,5,1
647661,3,6,4
140200,4,7,47
219408,1,5,32
958776,1,16,23
740935,2,9,6
991382,3,18,46
440603,5,3,42
719447,2,12,18
946097,3,16,11
770887,5,7,4
853852,1,2,12
847334,5,17,34
408336,2,3,35
503505,2,11,46
886605,4,6,9
334812,4,19,4
674052,3,10,50
889369,3,8,12
247901,3,2,33
827945,2,19,33
763152,3,4,33
960317,2,14,23
560750,3,11,19
62262,4,6,29
150372,4,8,9
36540,5,10,31
520784,1,2,48
77482,4,5,49
900593,4,1,28
321460,3,7,17
679175,5,4,19
826157,2,19,19
335141,4,13,16
299160,2,8,8
103067,5,7,36
241259,1,2,19
338253,1,9,49
203869,2,4,19
767103,2,11,18
586346,3,6,33
443536,3,1,43
203988,2,8,14
709343,4,20,2
85005,1,8,24
44427,1,12,47
382985,4,1,34
522683,1,11,5
787305,3,18,15
443485,2,15,33
392185,1,11,30
662749,4,20,50
184019,3,18,39
881974,4,11,31
750523,3,4,47
591488,3,1,44
315055,5,17,1
117724,4,8,38
266329,4,16,22
767569,5,2,4
688337,3,13,8
840996,3,8,21
162588,1,7,38
111655,4,1,50
822676,5,15,15
99684,2,6,42
738518,5,7,5
941251,1,10,48
643059,3,2,36
26055,1,14,33
519475,2,13,4
999817,5,1,37
815924,1,7,11
139566,1,12,17
529694,3,4,47
709514,5,5,47
278371,1,17,46
939585,1,10,11
210169,4,12,28
774777,5,17,50
405768,5,4,33
733196,3,15,25
949550,3,11,15
133225,3,3,50
550737,4,1,37
928325,5,10,22
872971,1,3,25
484265,3,2,1
848101,3,2,5
670070,3,8,50
450454,1,3,28
760184,5,20,15
659093,4,18,1
764998,4,16,36
646839,2,19,9
381078,3,9,39
876209,5,17,29
809969,1,11,31
814499,2,2,49
929564,4,7,47
852431,2,8,7
667650,1,12,1
231734,5,10,35
469315,2,7,6
361412,2,2,35
28299,4,4,2
379918,5,17,9
129094,5,16,13
275418,4,17,43
946349,5,8,29
52821,3,5,8
100005,4,17,21
190752,3,14,4
294051,1,3,16
530660,1,20,41
221575,1,3,46
161183,1,8,16
211032,3,13,7
104220,5,14,11
642539,5,19,21
764033,1,17,6
254415,1,11,20
452210,3,14,30
561052,2,10,7
755390,4,12,45
277345,1,12,35
195055,1,17,44
110542,1,18,22
664947,2,1,19
810455,2,3,42
297475,5,6,25
535726,5,15,30
550239,4,10,41
758952,5,6,19
325992,3,8,21
350247,4,17,22
847901,1,17,9
927399,5,15,43
932876,4,17,3
100814,5,18,27
66154,5,2,37
895126,4,12,48
175104,2,12,29
994930,2,9,24
196114,5,19,2
714026,4,7,10
131585,1,8,35
667749,4,6,3
306173,4,6,9
777564,2,12,45
607969,4,14,14
692705,4,13,39
31572,5,3,48
615047,5,17,15
622655,4,7,25
543752,2,9,28
439507,4,2,30
684704,3,18,8
339497,3,8,35
948892,3,16,15
305896,3,16,19
950318,1,12,50
493222,4,10,42
929466,1,12,46
119631,3,17,8
700934,3,9,3
999317,4,9,9
896410,2,1,10
224121,2,2,20
35680,2,18,5
497410,5,6,22
996817,3,8,4
517818,3,5,38
960355,3,13,35
287159,1,16,16
466768,3,4,35
36300,3,12,27
903698,3,2,13
835929,1,10,28
475152,1,11,16
863667,1,6,14
866010,4,8,1
432585,2,20,25
636155,5,12,17
550914,4,4,6
863070,5,19,9
386903,2,18,22
63632,4,18,9
358307,3,13,29
44746,2,2,34
433258,5,8,27
109192,4,14,39
444661,5,18,46
164463,4,20,28
670204,4,11,45
333463,1,7,38
635272,5,20,27
652596,3,7,44
109679,1,18,11
377021,3,20,18
223780,1,16,39
525423,1,1,45
739816,3,3,46
26294,3,18,22
605548,3,9,10
966452,1,15,8
678898,4,8,25
453247,3,6,49
356717,3,7,29
701506,2,18,29
418690,5,6,28
26155,3,18,30
245173,4,14,21
198256,4,12,48
825641,5,15,39
835191,2,7,16
463680,4,4,33
983620,4,1,15
491206,2,9,5
754171,2,7,35
691743,5,9,11
834090,1,14,32
269771,5,19,25
621392,2,20,22
434789,4,1,13
151874,4,11,41
91647,4,3,39
747369,1,8,11
384507,2,14,48
745725,2,12,30
206125,1,16,30
504611,3,19,18
183950,2,18,35
49415,5,1,28
706684,2,8,13
584393,1,17,1
304631,4,16,42
960203,2,8,4
556519,3,10,4
110015,2,19,33
644824,1,17,2
353041,4,12,12
521551,3,17,31
701882,2,10,25
375363,1,11,28
200858,2,20,38
126618,2,17,30
391747,1,12,43
914587,3,3,50
785658,1,14,18
562721,5,8,36
309518,3,14,27
158844,3,5,29
544626,3,10,33
418394,4,3,9
253846,3,17,38
221363,2,15,14
283220,3,14,33
946183,5,19,2
323818,5,10,38
527341,2,5,39
485965,2,10,34
72453,5,12,33
61070,2,14,17
471106,5,14,47
502928,5,20,15
824361,2,14,12
857581,3,19,38
76583,1,2,22
840640,3,4,45
941025,3,3,28
326532,5,4,18
241628,5,9,29
869156,2,4,25
204443,4,20,22
248838,4,3,8
51565,1,3,35
993650,3,17,22
141343,1,20,2
838475,1,4,25
117517,1,18,1
664945,2,2,25
426233,4,15,26
266079,1,1,47
828340,1,7,35
824524,2,18,31
790310,1,11,35
220799,2,8,18
308447,3,20,23
361016,1,10,16
190024,2,2,35
254171,4,4,24
131145,2,8,49
75169,5,8,21
494243,4,4,20
585897,5,14,34
44930,2,6,7
662495,2,18,41
869050,1,3,48
162349,5,1,44
154283,4,12,13
629929,3,18,7
162556,1,14,37
514392,3,8,45
70758,4,20,12
807938,1,8,12
386617,5,4,44
435557,2,17,43
553447,1,14,20
184490,2,8,4
744911,1,2,23
602554,5,13,14
303206,2,9,12
333418,4,3,5
520466,1,4,37
972793,1,16,9
788255,5,16,26
554495,3,11,4
666175,5,15,37
308696,1,20,34
375337,3,14,9
844455,4,10,35
738311,5,19,14
611329,2,5,16
201131,1,15,27
818673,2,16,22
292614,2,12,42
577276,3,1,3
638489,3,8,17
301308,3,16,48
254522,4,16,20
152603,5,4,50
462029,5,19,38
730004,3,14,14
681341,5,11,32
822918,3,5,40
452915,1,17,16
409590,2,6,5
860922,4,3,50
663756,3,16,38
647549,2,4,46
674214,4,14,12
677907,1,6,26
951651,3,3,34
678538,5,6,30
29180,1,9,33
274921,4,5,1
532764,1,4,38
861881,2,19,36
510590,2,20,11
869497,3,20,36
913416,2,18,11
906523,2,4,10
167179,5,16,7
55720,1,5,40
124809,4,15,36
125922,4,1,30
166656,1,7,33
269127,2,20,46
450041,4,9,14
537222,2,9,38
538032,5,5,50
750805,3,6,46
771834,2,13,43
891409,5,4,50
333332,1,4,38
281432,3,15,50
55445,2,20,44
649280,2,6,8
98714,4,20,39
410113,1,17,31
392454,1,14,49
118349,1,7,3
206359,5,14,20
139678,1,7,45
420370,5,11,14
330228,2,8,18
142195,4,5,26
440459,5,16,2
398047,2,3,30
463803,5,6,20
565259,1,3,46
634065,2,20,16
328658,2,18,19
45384,1,11,15
379018,3,3,25
839795,4,8,14
357275,3,14,47
531756,2,8,28
670552,3,6,36
922036,1,2,40
382805,1,8,41
674215,2,11,25
877792,1,15,8
980964,4,3,31
465901,1,7,6
446262,2,9,4
816413,3,19,34
596738,3,17,3
64463,1,8,15
212730,4,4,9
467881,5,8,41
590986,5,4,26
320307,4,15,22
462097,5,5,46
388625,1,11,39
963627,1,20,22
96360,3,5,26
911237,4,3,37
646780,2,4,35
47592,2,18,28
686548,4,14,5
822498,5,16,31
716217,2,19,11
519446,4,7,44
521188,2,13,13
956545,3,13,4
567080,4,19,49
896963,3,8,7
111988,4,20,16
283747,4,15,5
390587,5,16,43
597175,5,9,30
322008,2,15,6
881754,4,11,49
231451,1,9,35
211247,1,12,35
845189,5,1,12
299349,5,17,42
828776,2,12,7
216033,3,15,6
36535,2,15,19
357519,2,20,25
581751,4,11,34
256245,3,9,49
919770,5,5,40
113667,1,19,19
834456,3,3,4
372966,2,16,32
202969,2,11,16
868143,5,15,13
603532,1,8,17
776295,5,4,22
820075,5,16,4
73829,4,10,42
840511,2,13,42
290375,5,1,39
527532,2,8,25
168680,5,11,31
821857,4,2,44
400231,4,5,35
965169,2,17,3
734541,2,13,35
275915,2,12,30
718082,4,19,30
852816,1,12,35
469969,2,4,32
589917,1,7,23
689073,2,6,37
706882,2,13,11
572822,2,14,50
665381,2,10,5
760795,4,18,19
726400,4,10,6
342782,5,5,26
85990,2,11,39
811022,1,14,27
40267,3,10,1
957831,1,8,49
64824,2,3,40
494898,1,7,18
194075,4,18,10
805908,2,11,36
580911,2,5,33
934074,4,8,36
483035,5,9,14
110793,1,2,26
128212,3,7,50
350257,2,17,25
695086,5,15,39
217237,3,15,25
377939,3,4,7
701320,5,18,6
249778,5,18,2
970263,3,19,30
257436,5,17,41
444294,3,3,27
94498,4,8,1
244529,4,11,26
351908,3,19,22
891614,1,5,39
441416,1,12,17
132218,2,17,27
291738,1,10,9
257905,3,3,37
805287,3,20,5
711629,5,17,30
781365,2,11,29
423556,5,20,30
507995,1,16,49
481647,4,5,39
108940,5,7,1
123638,4,16,4
821143,4,12,42
977942,5,11,42
842394,1,8,47
42400,3,18,42
121781,2,3,14
859867,3,3,15
965544,1,11,5
307358,4,14,5
195539,1,16,4
677696,5,15,45
485699,2,18,41
340794,4,12,34
819771,3,17,15
940872,2,9,28
482935,2,12,18
982474,2,11,16
927788,5,14,31
357578,3,2,21
503235,5,3,13
803814,3,15,34
861423,5,16,25
281470,5,11,37
358488,1,3,13
648793,4,19,15
566158,1,3,21
333046,2,3,30
598492,1,14,45
238199,4,2,34
274423,5,20,28
474843,2,7,1
438050,3,6,17
734387,5,1,4
315728,1,5,6
415633,4,12,29
484161,3,12,3
43931,1,4,33
38224,2,14,9
530859,2,7,19
411655,2,1,37
720581,2,6,48
262420,5,15,19
850418,2,6,5
666290,1,16,47
733241,2,5,13
952029,3,15,13
458801,4,11,30
80784,5,16,43
142360,4,1,17
161699,4,7,14
895357,1,16,40
252352,4,10,6
186216,4,19,48
478310,3,8,35
989868,3,8,24
154565,4,19,44
600405,1,7,2
794796,2,1,27
998575,2,4,39
922259,5,11,24
207502,3,1,27
466867,1,3,15
587358,5,14,3
811402,2,15,11
452554,1,12,43
453186,1,3,29
191942,5,14,27
177074,3,15,20
204692,1,16,49
828159,2,19,8
794364,5,8,10
139223,3,13,12
966907,1,17,2
883389,3,16,13
759545,5,10,4
921283,1,11,2
20928,2,14,43
425123,1,1,41
336020,2,6,7
414706,2,9,1
529954,2,15,3
485555,5,2,39
43975,4,20,22
165516,4,5,45
284363,3,7,39
848100,3,12,16
556443,5,3,40
195445,5,2,14
657102,4,7,5
668766,4,15,38
810733,4,11,5
807767,5,19,3
119496,3,9,13
507789,5,17,49
403277,3,8,35
66317,1,19,7
944798,1,1,20
499546,2,20,28
567307,1,8,20
275773,1,4,37
235283,2,11,34
462996,2,5,26
990574,3,13,39
214482,5,2,38
889996,3,4,24
263156,4,11,23
236572,4,5,10
789103,2,5,44
132145,2,5,43
55720,3,19,44
516250,5,6,28
81693,3,19,38
157521,5,18,15
448639,2,17,50
312439,5,7,22
588796,1,17,14
98740,2,20,9
422412,5,7,14
519110,2,20,40
264693,2,15,17
431231,3,12,4
883088,3,14,1
273747,5,16,30
854692,4,13,14
307777,3,5,40
82313,3,10,40
71282,5,15,13
193072,5,7,34
237849,3,9,49
613586,2,7,33
174072,5,16,5
688703,1,19,45
602277,3,7,16
650579,4,18,18
680759,1,2,7
311486,5,14,43
883983,4,1,42
700478,5,17,16
464947,2,14,15
489373,2,19,2
266464,3,1,47
143682,5,2,17
555823,1,19,42
263051,4,3,39
672049,4,1,13
723461,4,16,36
72662,1,8,46
360632,5,19,19
93757,4,18,33
546865,2,12,13
536252,1,4,37
580225,5,19,3
69957,4,15,11
509131,1,11,50
278045,2,14,9
284095,1,7,44
359683,1,19,41
859704,1,1,30
782024,5,18,24
544427,3,12,46
447336,5,2,22
391453,4,5,42
759872,3,5,1
389808,5,3,4
988487,3,15,21
450034,5,16,26
108746,5,8,28
463642,2,10,17
963638,3,4,24
535466,5,2,29
874038,5,14,6
453398,2,8,35
105910,3,6,27
655755,3,10,23
247430,5,14,17
672749,5,20,20
24326,5,1,32
915700,1,3,36
702172,4,20,46
707642,3,1,40
670248,5,9,37
483117,4,2,4
867316,4,3,43
191207,3,5,28
484134,3,3,24
386875,4,5,40
230146,2,20,45
882478,3,12,34
770206,4,9,9
378301,2,10,38
624711,4,12,2
949889,5,4,3
167206,3,13,31
390567,3,9,50
919903,5,9,13
533089,1,13,39
605435,4,18,18
498613,4,18,46
404217,2,12,15
197472,3,14,47
681758,5,19,35
157675,2,17,25
777648,1,11,17
625263,2,20,27
199597,5,7,15
551120,1,20,36
939697,2,7,27
29658,3,2,13
506106,5,7,11
919793,1,13,29
663073,5,12,7
849145,1,6,46
903196,5,3,45
697851,3,13,13
851100,3,13,12
545176,2,5,40
688581,4,11,34
887933,2,14,44
209511,2,1,39
694417,4,7,4
77237,3,13,7
228511,4,4,2
924180,2,1,33
547948,5,20,10
210440,1,18,18
163668,5,14,42
55969,4,4,42
180698,4,18,29
777271,1,18,17
518798,4,15,33
249999,3,15,33
32106,2,12,27
496642,1,2,17
736532,1,19,20
24791,1,8,12
200683,5,17,20
286141,5,19,9
183563,4,11,10
65152,5,3,8
499940,3,1,45
373110,5,2,33
644113,4,16,50
434047,3,19,1
691673,1,14,41
266138,4,20,41
384725,3,16,14
622296,2,6,21
865099,1,13,30
636123,3,3,10
880528,1,13,20
276191,1,12,37
415985,3,5,38
548713,1,11,45
728493,2,19,4
422005,5,15,39
267858,1,6,9
473317,4,7,45
550317,4,12,27
513568,1,11,32
433379,4,12,48
577961,5,14,17
463188,4,7,25
983047,4,8,13
368232,4,15,34
490408,1,5,43
879171,3,9,7
792769,2,15,46
268566,5,6,46
392188,3,19,41
837153,3,6,19
871321,5,17,43
476520,5,4,33
77409,4,4,36
321270,2,20,28
693345,5,4,9
520814,2,4,14
530573,4,20,35
93922,4,13,21
900587,2,8,39
491537,2,9,17
663760,1,14,23
520309,2,1,29
125787,1,15,22
763804,5,16,29
255685,4,18,27
298168,5,2,46
309323,3,3,7
450744,4,5,7
33741,1,13,13
503368,2,8,17
749683,2,20,3
382550,3,6,43
913061,5,15,48
331190,3,17,32
784146,2,6,38
357921,4,9,48
668008,4,2,15
638206,5,20,27
127479,4,10,22
